sundanese:0 "Sundanese"
ava_provincial_governors:0 "Rein in Provincial Governors"
DEC_ideas:0 "Deccani Ideas"
dec_diwan_funding:0 "Funding the Diwan"
dec_foreign_trade_privileges:0 "Privileges for Foreign Traders"
dec_empower_paigah:0 "Empower the Paigah"
dec_modernize_the_sarf_e_khas:0 "Modernize the Sarf-e-Khas"
dec_jewels_of_the_nizams:0 "Jewels of the Nizams"
dec_encourage_industries:0 "Encourage Growth of Industries"
DLH_ideas:0 "Delhian Ideas"
dlh_afghan_nobility:0 "Afghan Nobility"
dlh_suppress_rebellion:0 "Suppress Rebellion"
dlh_expansionism:0 "Restore the Delhi Empire"
dlh_textile_innovation:0 "Promote Innovation in Textile Production"
dlh_reconquest:0 "Re-integrate Former Provinces"
dlh_grand_trunk:0 "Protect the Grand Trunk Road"
dlh_throne_of_india:0 "The Throne of India"
BHA_ideas:0 "Bharathi Ideas"
bha_modernized_war_elephants:0 "Modernized War Elephant Tactics"
bha_united_india:0 "Unite the Subcontinent"
bha_sanskrit_golden_age:0 "Golden Age of Sanskrit Literature"
bha_indian_army:0 "Indian Army"
bha_ganga:0 "Ganga"
bha_rocketry:0 "Develop Rocket Technology"
bha_brahmin_administration:0 "Brahmin Administration"
HIN_ideas:0 "Hindustani Ideas"
hin_sepahi:0 "Sepahi"
hin_indian_empire:0 "Imperial Indian Ambition"
hin_peacock_throne:0 "The Peacock Throne"
hin_industrialization:0 "Proto-Industrialization"
hin_gunpowder_empire:0 "Gunpowder Empire"
hin_persianate_court:0 "Persianate Courtly Culture"
hin_sufism:0 "Patronize Sufi Missionaries"
RJP_ideas:0 "Rajputana ideas"
rjp_imperial_legacy:0 "Imperial Legacy"
rjp_land_of_petty_princes:0 "King of Petty Princes"
rjp_purbia_legacy:0 "Purbia Legacy"
rjp_protectors_of_the_dharma:0 "Protectors of the Dharma"
rjp_expanded_artillery_arm:0 "Expanded Artillery Arm"
rjp_monumental_architecture:0 "Monumental Architecture"
NAG_ideas:0 "Nagpuri Ideas"
nag_unite_gonds_and_garjats:0 "Unite the Gonds and Garjats"
nag_harsh_terrain:0 "Exploit Harsh Terrain"
nag_send_for_artisans:0 "Send for Artisans"
nag_light_cav:0 "Light Cavalry Shock Tactics"
nag_cultivating_the_forest:0 "Cultivating the Forest"
nag_invite_maratha_warriors:0 "Invite Maratha Warriors"
nag_no_cb_best_cb:0 "Unjustified Expansion"
deccani_muslim_ideas:0 "Deccani Sultanate Ideas"
dec_legacy_of_bahmanis:0 "Legacy of the Bahmani Sultanate"
dec_deccani_identity:0 "Promote Deccani Regional Identity"
dec_brahmin_administrators:0 "Appoint Brahmin Administrators"
dec_habshis:0 "Purchase Habshis"
dec_bargi_giri:0 "Bargi Giri"
dec_marathi_cultivators:0 "Strengthen Ties with Marathi Cultivators"
dec_marathi_habshi_state:0 "Joint Marathi-Habshi State"
nepalese_minor_ideas:0 "Nepalese Princedom Ideas"
nep_kashmiri_traders:0 "Invite Kashmiri Traders"
nep_new_festivals:0 "Institute New Festivals"
nep_kavindra:0 "Kavindra"
nep_construct_temples:0 "Continue Temple Construction"
nep_seize_mountain_passes:0 "Seize the Mountain Passes"
nep_judicial_reforms:0 "Enact Judicial Reforms"
nep_end_division_of_domains:0 "End the Division of Domains"
MER_ideas:0 "Mewari Ideas"
mer_rajput_heartland:0 "Rajput Heartland"
mer_victory_tower:0 "Construct the Victory Tower"
mer_kumbhalgarh:0 "The Fort of Kumbhalgarh"
mer_city_of_lakes:0 "City of Lakes"
mer_recall_purbias:0 "Recall the Purbias"
mer_firearm_drilling:0 "Mandatory Firearm Drills"
mer_reorganized_rajput_regiments:0 "Reorganized Rajput Regiments"
BNG_ideas:0 "Bengal Sultanate Ideas"
bng_combat_piracy:0 "Combat Coastal Piracy"
bng_habshi_generals:0 "Promote Habshi Generals"
bng_conquest_of_the_gangetic_plain:0 "Conquest of the Gangetic Plain"
bng_rupees:0 "Begin the Minting of Rupees"
bng_clearing_the_delta:0 "Clear the Delta"
bng_bengali_industrialization:0 "Bengali Industrialization"
bng_attract_sufis:0 "Attract Sufi Scholars"
GUJ_ideas:0 "Gujarat Sultanate Ideas"
guj_trading_outposts:0 "Establish New Trading Ports"
guj_kathiawari_horses:0 "Kathiawari Horses"
guj_jain_bankers:0 "Safe Harbor for Jain Bankers"
guj_rajput_dynasties:0 "Rajput Dynasties"
guj_protect_dwarkadhish_temple:0 "Protect the Dwarkadhish Temple"
guj_ashapura_mata:0 "Ashapura Mata"
guj_african_trade:0 "Extend Trade Routes to Africa"
garjati_ideas:0 "Garjati Ideas"
garjati_ancient_mandalas:0 "Ancient Mandalas"
garjati_tribal_feudatories:0 "Tribal Feudatories"
garjati_extend_tanks_and_reservoirs:0 "Extend Tanks and Reservoirs"
garjati_jungle_warfare:0 "Jungle Warfare"
garjati_jagannath_cult:0 "Jagannath Cult"
garjati_patronize_economic_growth:0 "Patronize Economic Growth"
SND_ideas:0 "Sindhi Ideas"
snd_enduring_dynasty:0 "Enduring Samma Dynasty"
snd_bab_ul_islam:0 "Bab ul Islam"
snd_gujarati_connections:0 "Strengthen Gujarati Connections"
snd_makli_necropolis:0 "Expand the Makli Necropolis"
snd_end_judicial_corruption:0 "End Judicial Corruption"
snd_oversee_rise_of_thatta:0 "Oversee the Rise of Thatta"
snd_recruit_baloch_tribesmen:0 "Recruit Balochi Tribesmen"
malabari_ideas:0 "Malabari Ideas"
malabari_cultural_melting_pot:0 "Cultural Melting Pot"
malabari_kerala_school:0 "Patronize the Kerala School"
malabari_trade_factors:0 "Trade Factors"
malabari_mapilla_sailors:0 "Mapilla Sailors"
malabari_control_inland:0 "Control the Inland"
malabari_land_of_elephants:0 "Land of Elephants"
DHU_ideas:0 "Dhundhari Ideas"
dhu_improve_amer_fort:0 "Improve the Fort at Amer"
dhu_seek_protection_of_great_powers:0 "Seek the Protection of Great Powers"
dhu_restore_hindu_ceremonies:0 "Restore Hindu Ceremonies"
dhu_foundation_of_jaipur:0 "Found the city of Jaipur"
dhu_battles_in_foreign_lands:0 "Battles in Foreign Lands"
dhu_astronomical_education:0 "Astronomical Education"
dhu_recruit_from_the_pindari:0 "Pindari Mercenaries"
MYS_ideas:0 "Mysorean Ideas"
mys_unification_of_mysore:0 "Unification of Mysore"
mys_patronize_kannada_literature:0 "Patronize Kannada Literature"
mys_religious_tolerance:0 "Religious Tolerance"
mys_reform_silk_industry:0 "Reform the Silk Industry"
mys_rockets:0 "Rockets!"
mys_reform_mysorean_army:0 "Reform the Mysorean Army"
mys_dynamic_diplomacy:0 "Dynamic Diplomacy"
RIG_ideas:0 "Rigan Ideas"
rig_legacy_of_bishop_albert:0 "Legacy of Bishop Albert"
rig_monopoly_rights:0 "Monopoly Rights"
rig_hanseatic_port:0 "Hanseatic Port of Riga"
rig_denounce_witchcraft:0 "Denounce Witchcraft"
rig_free_city:0 "Free City of Riga"
rig_fortify_riga:0 "Fortify Riga"
rig_restore_brothers_of_the_sword:0 "Restore the Brothers of the Sword"
CRI_ideas:0 "Crimean Ideas"
cri_genghisid_legacy:0 "Genghisid Legacy"
cri_slavers:0 "Slavers of the Steppe"
cri_ruthenian_raids:0 "Lead Raids into Ruthenia"
cri_despoilers:0 "Despoilers"
cri_free_cattle_grazing:0 "Free Cattle Grazing"
cri_settle_the_steppes:0 "Settle the Crimean Steppe"
cri_allow_nogai_protectorates:0 "Accept Nogai Protectorates"
CHR_ideas:0 "Chernihiv Ideas"
chr_legacy_of_the_old_principality:0 "Legacy of the Old Principality"
chr_cossack_regiments:0 "Field Cossack Regiments"
chr_regimental_barracks:0 "Expand Regimental Barracks"
chr_konotop_fortress:0 "Konotop Fortress"
chr_local_councils:0 "Local Governance Councils"
chr_renovate_transfiguration_cathedral:0 "Renovate the Transfiguration Cathedral"
chr_cultivate_the_east_dniepr:0 "Tame the Grasslands"
ILK_ideas:0 "Ilkhanid Ideas"
ilk_restored_ilkhanate:0 "Restored Ilkhanate"
ilk_persian_language_at_court:0 "Persian Language at Court"
ilk_yam_networks:0 "The Yam"
ilk_mongol_peace:0 "Mongol Peace"
ilk_patronize_observatories:0 "Patronize Observatories"
ilk_favor_sufism:0 "Favor Sufism"
ilk_recruit_turkoman_gunners:0 "Recruit Turkoman Gunners"
cossack_ideas:0 "Cossack Ideas"
cossacks_escaped_serfs:0 "Escaped Serfs"
cossacks_hetmanate:0 "Cossack Hetmanate"
cossacks_insults:0 "Scornful Insults"
cossacks_military_society:0 "Military Society"
cossacks_free_the_serfs:0 "Free the Serfs"
cossacks_registered:0 "Cossack Registers"
pirate_ideas:0 "Piratical Ideas"
pirates_plunder:0 "Plunder!"
pirates_bucanneers_ideas:0 "Buccaneers"
pirates_sail_in_consort:0 "Sail in Consort"
pirates_elected_quartermasters:0 "Elected Quartermasters"
pirate_bays:0 "Pirate Bays"
pirate_life_of_liberty:0 "Life of Liberty"
pirates_religious_apathy:0 "Religious Apathy"
factories:0 "Factories"
general_colonization_law:0 "General Colonization Law"
empiricism:0 "Empiricism"
print_culture:0 "Print Culture"
merchant_traditions:0 "Merchant Traditions"
buffer_states:0 "Buffer States"
camp_followers:0 "Camp Followers"
grand_banquets:0 "Grand Banquets"
CAS_ideas:0 "Castilian Ideas"
spa_casa_de_contracion:0 "Casa de Contratación"
spa_cortes:0 "Rein in the Cortes"
cabildos:0 "Cabildos"
infantas:0 "Infantas"
salamanca_scholars:0 "School of Salamanca"
nueva_planta:0 "Nueva Planta"
MOR_ideas:0 "Moroccan Ideas"
mor_powerful_viziers:0 "Powerful Viziers"
mor_marabouts:0 "Sufi Marabouts"
mor_pirate_republics:0 "Protect Pirate Republics"
mor_fleet:0 "Defend the Coastline"
mor_slave_soldiers:0 "Slave Soldiers"
mor_curb_power_of_the_tribes:0 "Curb Tribal Power"
TUN_ideas:0 "Tunisian Ideas"
tun_catalan_guard:0 "Catalan Guard"
tun_attract_foreign_pirates:0 "Attract Foreign Pirates"
tun_board_of_captains:0 "Board of Captains"
tun_export_monopolies:0 "Export Monopolies"
tun_caliphate:0 "Tunisian Caliphate"
barbary_pirate_ideas:0 "Barbary Corsair Ideas"
galley_slaves:0 "Galley Slaves"
vengeful_refugees:0 "Vengeful Refugees"
mazmorras:0 "Mazmorras"
barbary_slave_trade:0 "The Barbary Slave Trade"
barbary_fortified_strongholds:0 "Fortified Pirate Strongholds"
heirs_of_al_andalus:0 "Heirs of Al-Andalus"
barbary_board_of_captains:0 "Board of Captains"
TEX_ideas:0 "Texan Ideas"
lone_star_state:0 "Lone Star State"
tex_revolution:0 "Texan Revolution"
cotton_plantations:0 "Cotton Plantations"
vaqueros:0 "Vaqueros"
tex_native_frontiers:0 "Frontier Nation"
tejanos:0 "Tejanos"
adelsverin:0 "Adelsverein"
ASU_ideas:0 "Asturian Ideas"
asu_reconquista:0 "Reconquista"
asu_camino_de_santiago:0 "Camino de Santiago"
asu_aristocracy:0 "Asturian Aristocracy"
asu_colonialism:0 "Voyage to the New World"
asu_millenarian_revival:0 "Millenarian Revival"
asu_unify_the_provinces:0 "Unify the Provinces"
asu_early_industrialism:0 "Early Industrialism"
ADU_ideas:0 "Andalusian Ideas"
adu_stand_against_the_reconquista:0 "Stand Against the Reconquista"
adu_taifa_adminstration:0 "Taifa Administration"
adu_ahl_uhl_dhimma:0 "Alh Ulh Dhimma"
adu_legacy_of_ibn_arabi:0 "Legacy of Ibn Arabi"
adu_jund_settlements:0 "Jund Settlements"
adu_expeditionary_sentiment:0 "Expeditionary Sentiment"
adu_al_awasim:0 "Al Awasim"
NRM_ideas:0 "Norman Ideas"
nrm_norman_conquest:0 "Conquerors"
nrm_norman_philosophers:0 "Norman Philosophers"
nrm_channel_islands:0 "The Channel Islands"
nrm_viking_explorers:0 "Descendants of Seafarers"
nrm_viking_raids:0 "Viking Raids"
nrm_naval_invasion:0 "Naval Invasion"
nrm_great_commanders:0 "Great Commanders"
PIS_ideas:0 "Pisan Ideas"
pis_restore_the_pisan_navy:0 "Restore the Pisan Navy"
pis_the_leaning_tower:0 "The Leaning Tower"
pis_the_university_of_pisa:0 "The University of Pisa"
pis_urbanization_effort:0 "Urbanization effort"
pis_anziani_del_popolo:0 "Anziani del Popolo"
pis_maritimes_legacy:0 "Maritime's legacy"
pis_fund_the_masnada:0 "Fund the Masnada"
AKS_ideas:0 "Aksumite Ideas"
aks_stellae_builders:0 "Stellae Builders"
aks_legacy_of_king_kaleb:0 "Legacy of King Kaleb"
aks_persian_revenge:0 "Persian Revenge"
aks_christianity_stronghold:0 "Christianity Stronghold"
aks_mediterranean_contacts:0 "Mediterranean Contacts"
aks_trade_hub:0 "Trade Hub"
aks_coin_minting:0 "Coin Minting"
GZI_ideas:0 "Zimbabwe Ideas"
gzi_stone_masonry:0 "Stone Masonry"
gzi_ivory_trade:0 "Ivory Trade"
gzi_gold_deposits:0 "Gold Deposits"
gzi_zimbabwes_walls:0 "Zimbabwe's Walls"
gzi_lay_of_the_land:0 "Lay of the Land"
gzi_tributary_system:0 "Tributary System"
gzi_zimbabwe_birds:0 "Zimbabwe Birds"
KIT_ideas:0 "Kitaran Ideas"
kit_legacy_of_the_gods:0 "Legacy of the Gods"
kit_empire_of_the_light:0 "Empire of the Light"
kit_memory_of_aksum:0 "Memory of Aksum"
kit_lakes_dominance:0 "Lakes Dominance"
kit_bachwezi_earthworks:0 "Bachwezi Earthworks"
kit_nile_conquest:0 "Nile Conquest"
kit_rich_history:0 "Rich History"
NBI_ideas:0 "Nubian Ideas"
nbi_our_land:0 "Our Land"
nbi_religious_friction:0 "Religious Friction"
nbi_desert_knowledge:0 "Desert Knowledge"
nbi_military_strength:0 "Military Strength"
nbi_nile_control:0 "Nile Control"
nbi_christian_ties:0 "Christian Ties"
nbi_egyptian_relations:0 "Egyptian Relations"
ADA_ideas:0 "Adalite Ideas"
ada_our_infinite_struggle:0 "Our Infinite Struggle"
ada_a_monarchial_imamate:0 "A Monarchical Imamate"
ada_zeila_and_harar:0 "Zeila and Harar"
ada_mujahiduir_cavalry:0 "Mujahidun Cavalry"
ada_unite_the_clans:0 "Unite the Clans"
ada_yahu_yahu:0 "Yahu Yahu"
ada_embrace_the_cannons:0 "Embrace the Cannons"
JOL_ideas:0 "Jolof Ideas"
jol_legacy_of_ndiadiane_ndiaye:0 "Legacy of Ndiadiane Ndiaye"
jol_adherents_of_islam:0 "Adherents of Islam"
jol_tribute_of_the_five_kingdoms:0 "The Tribute of the Five Kingdoms"
jol_ambassadors_abroad:0 "Ambassadors Abroad"
jol_qadi_tribunals:0 "Qadi Tribunals"
jol_wolof_griots:0 "Wolof Griots"
jol_paying_the_waref:0 "Paying the Waref"
ZUL_ideas:0 "Zulu Ideas"
zul_confederacy_of_clans:0 "Confederacy of Clans"
zul_the_ukubuthwa:0 "The Ukubuthwa"
zul_the_impi_warriors:0 "The Impi Warriors"
zul_zulu_expansion:0 "Zulu Expansion"
zul_warrior_culture:0 "Warrior Culture"
zul_shaka_reforms:0 "Shaka's Reforms"
zul_conquest_through_patronage:0 "Conquest through Patronage"
horn_of_african_punt_legend:0 "The Land of Punt Legend"
horn_of_african_aksumite_legacy:0 "Aksumite Legacy"
horn_of_african_highland_cultivation:0 "Highland Cultivation"
horn_of_african_oromon_warriors:0 "Oromo Warriors"
horn_of_african_religious_melting_pot:0 "Religious People"
horn_of_african_cushitic_language:0 "Cushitic Language"
horn_of_african_religious_defensive_nature:0 "Defensive Nature"
OYO_ideas:0 "Oyo Ideas"
oyo_yoruba_origin_story:0 "Yoruba Origin Story"
oyo_oduduwa_mythos:0 "Oduduwa Mythos"
oyo_ile_ife_protector:0 "The City of 401 Deities"
oyo_balnce_of_power:0 "Balance of Power"
oyo_the_oyo_cavalry:0 "The Oyo Cavalry"
oyo_emporium_of_the_south:0 "Emporium of the South"
oyo_feudal_unity:0 "Feudal Unity"
SOM_ideas:0 "Somalian Ideas"
SOM_land_of_punt:0 "Land of Punt"
SOM_african_silk_road:0 "African Silk Road"
SOM_african_minting:0 "African Minting"
SOM_zeila_and_berbera:0 "Zeila and Berbera"
SOM_blue_nile:0 "The Blue Nile"
SOM_indian_merchants:0 "Indian Merchants"
SOM_faithful_to_allah:0 "Faithful to Allah"
ISR_ideas:0 "Israeli Ideas"
end_of_diaspora:0 "End of Diaspora"
national_myths_restored:0 "National Myths Restored"
return_home:0 "Return Home"
jewish_trade_tradition:0 "Jewish Trade Tradition"
pious_people:0 "Pious People"
people_of_exile:0 "People of Exile"
the_chosen_people:0 "The Chosen People"
infrastructure_ideas:0 "Infrastructure Ideas"
efficient_construction_plans:0 "Efficient Construction Plans"
expanded_infrastructure_network:0 "Expanded Infrastructure Network"
merchant_passes:0 "Merchant Passes"
state_efficiency:0 "Local Infrastructure Complexes"
fort_logistics:0 "Fortification Logistics"
court_ideas:0 "Court Ideas"
recognize_hierarchy:0 "Recognized Hierarchy"
tranquil_coordination:0 "Tranquil Coordination"
long_echo:0 "Long Echo"
palace_of_splendor:0 "Palace of Splendor"
welcoming_ceremonies:0 "Welcoming Ceremonies"
respected_authority:0 "Respected Authority"
court_embassies:0 "Court Embassies"
mercenary_ideas:0 "Mercenary Ideas"
war_council:0 "War Council"
nation_of_war:0 "Nation of War"
expanded_contracts:0 "Expanded Contracts"
seasoned_veterans:0 "Seasoned Veterans"
efficient_mining:0 "Efficient Mining"
regulation_bureau:0 "Regulation Bureau"
administrative_council:0 "Administrative Council"
cultural_regulations:0 "Cultural Regulations"
stable_government:0 "Stable Government"
local_rule:0 "Local Rule"
rightful_conquest:0 "Rightful Conquest"
aristocratic_rule_act:0 "Aristocratic Rule"
plutocratic_rule_act:0 "Plutocratic Rule"
theocratic_rule_act:0 "Theocratic Rule Act"
innovative_payment_techniques_act:0 "Innovative Payment Techniques"
head_of_state_act:0 "Toilet Paper Act"
zealous_court_act:0 "Zealous Court Act"
financial_miracle_act:0 "Financial Miracle Act"
subject_obligations_act:0 "Subject Obligations Act"
big_government_act:0 "Big Government Act"
humanitarian_administration_act:0 "Humanitarian Administration Act"
plutocratic_ethos_act:0 "Plutocratic Ethos"
clan_unity_act:0 "Clan Unity Act"
blessed_construction_act:0 "Blessed Construction Act"
military_innovation_act:0 "Military Innovation Act"
efficient_war_taxes_act:0 "Efficient War Taxes Act"
peace_keeping_force_act:0 "Peace-Keeping Force Act"
indigenous_development_act:0 "Indigenous Development Act"
mercenary_registration_act:0 "Mercenary Registration Act"
the_spy_network_act:0 "Spy Network Act"
the_smooth_integration_act:0 "Smooth Integration Act"
global_trade_networks_act:0 "Global Trade Networks Act"
colonial_boost_act:0 "Colonial Improvement Act"
sailor_efficiency_act:0 "Sailor Efficiency Act"
diplomatic_consolidation_act:0 "Diplomatic Consolidation Act"
centralization_power_act:0 "Centralization of Power Act"
loyal_conduct_act:0 "Loyal Conduct Act"
diplomatic_arms_act:0 "Diplomatic Arms Act"
merchants_hire_act:0 "Merchants for Hire Act"
transportation_act:0 "Transportation Act"
maritime_expertise_act:0 "Maritime Expertise Act"
client_state_act:0 "Client State Act"
native_emissaries_act:0 "Native Emissaries Act"
mobile_siege_engines_act:0 "Mobile Siege Engines Act"
bolstered_defence_act:0 "Bolstered Defence Act"
handpicked_recruits_act:0 "Handpicked Recruits Act"
mass_conscription_act:0 "Mass Conscription Act"
universal_serfdom_act:0 "Universal Serfdom Act"
gentle_conquest_act:0 "Gentle Conquest Act"
sharp_wits_act:0 "Sharp Wits Act"
sturdy_argument_act:0 "Sturdy Argument Act"
special_forces_act:0 "Special Forces Act"
plentiful_materials_act:0 "Plentiful Materials Act"
naval_competence_act:0 "Naval Competence Act"
mercenary_tactical_movement_act:0 "Mercenary Tactical Deployment Act"
dutiful_mercenaries_act:0 "Dutiful Mercenaries Act"
hired_expeditions_act:0 "Hired Expeditions Act"
naval_armament_act:0 "Naval Armament Act"
high_american:0 "High American"
trading_city:0 "Trading City"
innovativeness:0 "Innovativeness"
blackmailing:0 "Blackmailing"
expanded_policies:0 "Expanded Policies"
norse_ideas:0 "Norse Ideas"
norse_ideas_eternal_struggle:0 "Eternal Struggle"
norse_ideas_norse_seamen:0 "Norse Seamen"
norse_ideas_a_wall_of_shields_for_the_king:0 "A Wall of Shields for the King"
norse_ideas_norse_artisans:0 "Norse Artisans"
norse_ideas_berserkir:0 "Berserkir"
norse_ideas_leifs_legacy:0 "Leif's Legacy"
norse_ideas_ancestral_faith:0 "Ancestral Faith"
LTG_ideas:0 "Latgalian Ideas"
ltg_daugava_river_trade:0 "Daugava River Trade"
ltg_diplomatic_overtures:0 "Diplomatic Overtures"
ltg_religious_flexibility:0 "Religious Flexibility"
ltg_latvian_people:0 "Latvian People"
ltg_modernize_livonian_castles:0 "Modernize Livonian Castles"
ltg_daina:0 "Daina"
ltg_reduction_of_noble_lands:0 "Reduction of Noble Lands"
LIV_ideas:0 "Livonian Knight Ideas"
liv_knights_of_livonia:0 "Livonian Brothers of the Sword"
liv_hanseatic_merchants:0 "Merchants of the Hansa"
liv_livonian_castles:0 "Castles of the Order"
liv_baptizers_of_terra_mariana:0 "Baptizers of Terra Mariana"
liv_local_serfs:0 "Local Serfs"
liv_promote_local_bishops:0 "Promote Local Bishops"
liv_the_new_infantry:0 "Military Reforms"
LVA_ideas:0 "Livonian Ideas"
lva_legacy_of_the_knights:0 "Legacy of the Knights"
lva_border_between_east_and_west:0 "Border between East and West"
lva_livonian_hanseatic_cities:0 "Hanseatic Cities"
lva_livlandischer_landtag:0 "Livländischer Landtag"
lva_livonian_colonization:0 "Livonian Colonization"
lva_naval_professionalism:0 "Naval Professionalism"
lva_religious_tolerance:0 "Religious Tolerance"
KRL_ideas:0 "Karelian Ideas"
krl_ladoge_fishing_industry:0 "Ladoga Fishing Industry"
krl_between_two_seas:0 "Between Two Seas"
krl_the_sestra_river:0 "The Sestra River"
krl_the_two_karelian_realms:0 "The Two Karelian Realms"
krl_baltic_shipyards:0 "Baltic Shipyards"
krl_valaam_monastery:0 "Valaam Monastery"
krl_from_the_varangians_to_the_greeks:0 "From the Varanginians to the Greeks"
SCA_ideas:0 "Scandinavian Ideas"
sca_united_craftsman:0 "Masterful Craftsmanship"
sca_unified_scandinavian:0 "Unified Scandinavia"
sca_danish_baltic_fleet:0 "Danish Baltic Fleet"
sca_norwegian_marines:0 "Norwegian Marines"
sca_finnish_hakkapeliita:0 "Finnish Hakkapeliitta"
sca_swedish_carolean:0 "Swedish Caroleans"
sca_empire_of_the_north:0 "The Lion of the North"
BUK_ideas:0 "Bukharan Ideas"
buk_jochid_patrimony:0 "Jochid Patrimony"
buk_naqshbandi_patronage:0 "Naqshbandi Patronage"
buk_mahalla_schools:0 "Mahalla Schools"
buk_the_jews_of_bukhara:0 "The Jews of Bukhara"
buk_the_ark:0 "The Ark"
buk_the_tower_of_death:0 "The Tower of Death"
trading_city_ideas:0 "Trading City Ideas"
tc_city_of_commerce:0 "City of Commerce"
tc_self_defense:0 "Walls of the City"
tc_merchant_guild:0 "Merchant Guild"
tc_citys_artisans:0 "Great Artisans"
